frame;id;AccelerationEgo;VelocityEgo;XPosition;YPosition;YawAngle
1980;1; -0.647739; 19.202522; 63.639811; 1.836231; 3.138003
1990;0;3.035343; 8.187743; -23.496773; -9.237473; 0.000696
1990;1; 2.843095; 19.196043; 63.447786; 1.836702; 3.137764
2000;0;1.725303; 8.218100; -23.414896; -9.237226; 0.001223
2000;1; -0.703564; 19.224473; 63.255826; 1.837189; 3.137518
2010;0;-1.397537; 8.235366; -23.332716; -9.236964; 0.001751
2010;1; -1.177070; 19.217435; 63.063582; 1.837688; 3.137267
2020;0;-2.081430; 8.221405; -23.250363; -9.236645; 0.002283
2020;1; -1.093910; 19.205661; 62.871409; 1.838202; 3.137010
2030;0;-1.610051; 8.200605; -23.168150; -9.236270; 0.002834
2030;1; 2.905317; 19.194719; 62.679353; 1.838735; 3.136747
2040;0;3.072706; 8.184517; -23.086145; -9.235839; 0.003398
2040;1; -0.667785; 19.223770; 62.487406; 1.839286; 3.136479
2050;0;-0.044656; 8.215249; -23.004301; -9.235364; 0.003969
2050;1; -1.151195; 19.217088; 62.295170; 1.839849; 3.136210
2060;0;-1.296220; 8.214813; -22.922150; -9.234870; 0.004540
2060;1; -1.073165; 19.205570; 62.103000; 1.840431; 3.135931
2070;0;-1.323656; 8.201865; -22.840003; -9.234326; 0.005131
2070;1; 2.902311; 19.194833; 61.910945; 1.841037; 3.135646
2080;0;3.036800; 8.188641; -22.757987; -9.233727; 0.005739
2080;1; -0.647982; 19.223853; 61.718997; 1.841665; 3.135357
2090;0;-0.121792; 8.219012; -22.676103; -9.233078; 0.006355
2090;1; -1.131138; 19.217367; 61.526760; 1.842306; 3.135064
2100;0;0.918859; 8.217798; -22.593916; -9.232412; 0.006968
2100;1; -0.640272; 19.206049; 61.334587; 1.842967; 3.134766
2110;0;-1.378601; 8.226992; -22.511741; -9.231727; 0.007575
2110;1; 2.842105; 19.199640; 61.142528; 1.843651; 3.134467
2120;0;3.042451; 8.213213; -22.429474; -9.231008; 0.008160
2120;1; -0.705371; 19.228057; 60.950533; 1.844353; 3.134167
2130;0;-1.112997; 8.243640; -22.347345; -9.230242; 0.008750
2130;1; -1.180402; 19.220995; 60.758254; 1.845069; 3.133866
2140;0;-2.291869; 8.232518; -22.264913; -9.229453; 0.009341
2140;1; -1.096935; 19.209180; 60.566045; 1.845808; 3.133560
2150;0;-1.926892; 8.209610; -22.182592; -9.228599; 0.009956
2150;1; 3.497134; 19.198200; 60.373955; 1.846574; 3.133250
2160;0;3.104909; 8.190351; -22.100501; -9.227675; 0.010585
2160;1; -0.662933; 19.233160; 60.181975; 1.847367; 3.132940
2170;0;-0.123093; 8.221408; -22.018603; -9.226692; 0.011219
2170;1; -1.241277; 19.226521; 59.989645; 1.848189; 3.132680
2180;0;-1.375224; 8.220180; -21.936396; -9.225662; 0.011870
2180;1; -1.165411; 19.214096; 59.797382; 1.849034; 3.132417
2190;0;-1.386057; 8.206433; -21.854201; -9.224612; 0.012512
2190;1; 3.502895; 19.202430; 59.605243; 1.849905; 3.132155
2200;0;3.039452; 8.192578; -21.772144; -9.223516; 0.013153
2200;1; -0.717647; 19.237444; 59.413220; 1.850802; 3.131894
2210;0;2.053916; 8.222975; -21.690226; -9.222377; 0.013787
2210;1; -0.880576; 19.230255; 59.220848; 1.851733; 3.131682
2220;0;-1.472316; 8.243521; -21.608004; -9.221200; 0.014432
2220;1; -1.209531; 19.221436; 59.028548; 1.852689; 3.131466
2230;0;-2.264642; 8.228808; -21.525579; -9.219951; 0.015064
2230;1; 3.503777; 19.209326; 58.836336; 1.853672; 3.131248
2240;0;3.142513; 8.206176; -21.443301; -9.218619; 0.015726
2240;1; -0.807148; 19.244349; 58.644246; 1.854683; 3.131030
2250;0;2.458492; 8.237611; -21.361252; -9.217207; 0.016407
2250;1; -1.391999; 19.236265; 58.451805; 1.855727; 3.130864
2260;0;0.509990; 8.262202; -21.278889; -9.215734; 0.017112
2260;1; -1.295659; 19.222328; 58.259445; 1.856795; 3.130695
2270;0;-2.799183; 8.267309; -21.196281; -9.214223; 0.017831
2270;1; -1.103400; 19.209355; 58.067225; 1.857895; 3.130523
2280;0;-3.115988; 8.239327; -21.113622; -9.212658; 0.018547
2280;1; 3.494085; 19.198306; 57.875135; 1.859026; 3.130348
2290;0;3.262590; 8.208183; -21.031245; -9.211035; 0.019259
2290;1; -0.648106; 19.233231; 57.683155; 1.860186; 3.130172
2300;0;-0.775195; 8.240813; -20.949181; -9.209327; 0.019981
2300;1; -0.809084; 19.226738; 57.490827; 1.861379; 3.130047
2310;0;-2.187201; 8.233073; -20.866791; -9.207584; 0.020704
2310;1; -1.147996; 19.218634; 57.298563; 1.862596; 3.129918
2320;0;-1.896758; 8.211224; -20.784481; -9.205773; 0.021449
2320;1; 3.501737; 19.207141; 57.106381; 1.863836; 3.129790
2330;0;3.106242; 8.192281; -20.702391; -9.203849; 0.022237
2330;1; -0.771443; 19.242142; 56.914314; 1.865102; 3.129662
2340;0;-0.025331; 8.223351; -20.620493; -9.201834; 0.023050
2340;1; -1.350163; 19.234414; 56.721897; 1.866402; 3.129583
2350;0;-1.332066; 8.223105; -20.538285; -9.199784; 0.023862
2350;1; -1.256994; 19.220897; 56.529557; 1.867728; 3.129497
2360;0;0.587888; 8.209797; -20.456080; -9.197699; 0.024669
2360;1; 3.509924; 19.208313; 56.337353; 1.869082; 3.129409
2370;0;2.783174; 8.215691; -20.374010; -9.195550; 0.025479
2370;1; -0.772893; 19.243399; 56.145275; 1.870464; 3.129319
2380;0;-0.999808; 8.243531; -20.291884; -9.193320; 0.026294
2380;1; -0.942385; 19.235660; 55.952846; 1.871877; 3.129277
2390;0;0.581446; 8.233549; -20.209480; -9.191042; 0.027121
2390;1; -1.262207; 19.226223; 55.760495; 1.873310; 3.129233
2400;0;-1.779610; 8.239388; -20.127178; -9.188679; 0.027977
2400;1; 3.511080; 19.213587; 55.568238; 1.874770; 3.129185
2410;0;0.653000; 8.221615; -20.044822; -9.186207; 0.028858
2410;1; -0.842563; 19.248686; 55.376108; 1.876257; 3.129132
2420;0;2.771861; 8.228163; -19.962645; -9.183649; 0.029756
2420;1; -1.421650; 19.240250; 55.183627; 1.877774; 3.129125
2430;0;-1.532652; 8.255892; -19.880406; -9.181023; 0.030639
2430;1; -1.318423; 19.226022; 54.991230; 1.879313; 3.129113
2440;0;-0.090213; 8.240592; -19.797890; -9.178344; 0.031540
2440;1; -1.128655; 19.212828; 54.798977; 1.880876; 3.129098
2450;0;2.835425; 8.239719; -19.715531; -9.175563; 0.032477
2450;1; 3.503441; 19.201531; 54.606855; 1.882462; 3.129081
2460;0;2.496816; 8.268106; -19.633184; -9.172680; 0.033447
2460;1; -0.664836; 19.236555; 54.414846; 1.884072; 3.129058
2470;0;-2.848093; 8.293084; -19.550558; -9.169684; 0.034476
2470;1; -1.241738; 19.229899; 54.222488; 1.885709; 3.129058
2480;0;-1.574968; 8.264632; -19.467682; -9.166644; 0.035510
2480;1; -1.165080; 19.217473; 54.030196; 1.887366; 3.129058
2490;0;-2.994010; 8.248913; -19.385096; -9.163512; 0.036554
2490;1; 2.915092; 19.205814; 53.838028; 1.889044; 3.129054
2500;0;0.188753; 8.219023; -19.302670; -9.160284; 0.037607
2500;1; -0.716858; 19.234960; 53.645978; 1.890741; 3.129047
2510;0;2.797360; 8.220964; -19.220548; -9.156925; 0.038689
2510;1; -1.202575; 19.227785; 53.453636; 1.892455; 3.129035
2520;0;1.296544; 8.248983; -19.138413; -9.153432; 0.039810
2520;1; -0.702083; 19.215752; 53.261366; 1.894187; 3.129018
2530;0;-2.355503; 8.261997; -19.056002; -9.149826; 0.040986
2530;1; 2.850819; 19.208725; 53.069216; 1.895940; 3.128995
2540;0;0.166164; 8.238503; -18.973465; -9.146109; 0.042157
2540;1; -0.746458; 19.237230; 52.877137; 1.897709; 3.128971
2550;0;2.829035; 8.240201; -18.891170; -9.142273; 0.043355
2550;1; -1.220867; 19.229759; 52.684773; 1.899491; 3.128943
2560;0;0.654593; 8.268514; -18.808860; -9.138364; 0.044543
2560;1; -1.131344; 19.217543; 52.492484; 1.901292; 3.128909
2570;0;-2.904728; 8.275105; -18.726271; -9.134389; 0.045748
2570;1; 2.910582; 19.206223; 52.300317; 1.903114; 3.128868
2580;0;-0.889840; 8.246100; -18.643621; -9.130305; 0.046965
2580;1; -0.270757; 19.235326; 52.108264; 1.904954; 3.128824
2590;0;0.421243; 8.237234; -18.561265; -9.126134; 0.048171
2590;1; -1.168805; 19.232614; 51.915919; 1.906807; 3.128777
2600;0;2.766061; 8.241481; -18.479002; -9.121889; 0.049363
2600;1; -1.159162; 19.220921; 51.723602; 1.908673; 3.128729
2610;0;1.434039; 8.269181; -18.396702; -9.117554; 0.050545
2610;1; -1.002857; 19.209324; 51.531402; 1.910554; 3.128679
2620;0;-3.099106; 8.283603; -18.314130; -9.113103; 0.051784
2620;1; 2.892841; 19.199290; 51.339319; 1.912453; 3.128624
2630;0;-1.331747; 8.252688; -18.231424; -9.108460; 0.053068
2630;1; -0.588114; 19.228215; 51.147335; 1.914370; 3.128566
2640;0;0.006566; 8.239433; -18.149035; -9.103688; 0.054378
2640;1; -0.653742; 19.222330; 50.955063; 1.916298; 3.128507
2650;0;2.833499; 8.239553; -18.066785; -9.098810; 0.055694
2650;1; -1.004074; 19.215789; 50.762849; 1.918240; 3.128445
2660;0;0.633789; 8.267928; -17.984540; -9.093832; 0.057018
2660;1; 2.892861; 19.205743; 50.570701; 1.920194; 3.128384
2670;0;-0.581697; 8.274336; -17.902017; -9.088761; 0.058376
2670;1; -0.670066; 19.234669; 50.378654; 1.922164; 3.128318
2680;0;1.023416; 8.268561; -17.819437; -9.083551; 0.059759
2680;1; -1.150707; 19.227964; 50.186317; 1.924147; 3.128252
2690;0;-3.353451; 8.278864; -17.736921; -9.078263; 0.061132
2690;1; -1.073864; 19.216453; 49.994048; 1.926144; 3.128182
2700;0;3.257590; 8.245434; -17.654311; -9.072833; 0.062503
2700;1; 2.902554; 19.205710; 49.801894; 1.928155; 3.128112
2710;0;0.399192; 8.278059; -17.572046; -9.067239; 0.063917
2710;1; -0.652131; 19.234733; 49.609848; 1.930178; 3.128043
2720;0;-1.129234; 8.282132; -17.489462; -9.061540; 0.065360
2720;1; -1.134338; 19.228207; 49.417511; 1.932215; 3.127971
2730;0;-1.369061; 8.270915; -17.406847; -9.055700; 0.066835
2730;1; -1.060292; 19.216859; 49.225240; 1.934265; 3.127897
2740;0;3.007829; 8.257305; -17.324353; -9.049742; 0.068328
2740;1; -0.909611; 19.206252; 49.033083; 1.936329; 3.127822
2750;0;2.444218; 8.287427; -17.242004; -9.043661; 0.069835
2750;1; 2.879966; 19.197152; 48.841031; 1.938407; 3.127747
2760;0;-1.393818; 8.311913; -17.159360; -9.037483; 0.071368
2760;1; -0.524633; 19.225950; 48.649071; 1.940496; 3.127675
2770;0;-2.430854; 8.298038; -17.076479; -9.031206; 0.072941
2770;1; -1.002825; 19.220700; 48.456823; 1.942596; 3.127602
2780;0;-2.140599; 8.273809; -16.993745; -9.024811; 0.074526
2780;1; -0.947848; 19.210667; 48.264628; 1.944708; 3.127527
2790;0;-1.176772; 8.252509; -16.911265; -9.018280; 0.076109
2790;1; 2.885087; 19.201185; 48.072533; 1.946833; 3.127453
2800;0;2.926601; 8.240841; -16.829012; -9.011579; 0.077718
2800;1; -0.053715; 19.230033; 47.880533; 1.948971; 3.127380
2810;0;0.648571; 8.270202; -16.746889; -9.004726; 0.079344
2810;1; -1.046178; 19.229492; 47.688245; 1.951120; 3.127306
2820;0;-3.438932; 8.276778; -16.664486; -8.997702; 0.081051
2820;1; -1.065790; 19.219026; 47.495962; 1.953282; 3.127231
2830;0;-1.234290; 8.242545; -16.582029; -8.990534; 0.082760
2830;1; -0.929277; 19.208364; 47.303784; 1.955457; 3.127157
2840;0;0.565829; 8.230328; -16.499933; -8.983174; 0.084512
2840;1; 2.882658; 19.199067; 47.111713; 1.957645; 3.127085
2850;0;2.761388; 8.236154; -16.417974; -8.975660; 0.086273
2850;1; -0.543882; 19.227892; 46.919735; 1.959843; 3.127015
2860;0;2.453133; 8.263824; -16.335975; -8.967936; 0.088067
2860;1; -0.608158; 19.222449; 46.727468; 1.962054; 3.126944
2870;0;-0.471716; 8.288432; -16.253707; -8.960118; 0.089875
2870;1; -0.961661; 19.216364; 46.535257; 1.964275; 3.126873
2880;0;2.847767; 8.283819; -16.171205; -8.952172; 0.091739
2880;1; 2.887036; 19.206744; 46.343106; 1.966508; 3.126804
2890;0;-1.534896; 8.312384; -16.088762; -8.944085; 0.093623
2890;1; -0.644987; 19.235612; 46.151052; 1.968751; 3.126737
2900;0;2.031794; 8.297154; -16.006048; -8.935842; 0.095570
2900;1; -1.124981; 19.229159; 45.958709; 1.971003; 3.126672
2910;0;-2.310322; 8.317614; -15.923503; -8.927439; 0.097540
2910;1; -0.638099; 19.217904; 45.766430; 1.973268; 3.126607
2920;0;3.066582; 8.294677; -15.840775; -8.918816; 0.099445
2920;1; 2.841953; 19.211520; 45.574265; 1.975544; 3.126543
2930;0;-1.798782; 8.325458; -15.758299; -8.909999; 0.101382
2930;1; -0.701243; 19.239938; 45.382163; 1.977831; 3.126483
2940;0;-3.163241; 8.307582; -15.675531; -8.901007; 0.103386
2940;1; -1.176400; 19.232923; 45.189778; 1.980127; 3.126424
2950;0;2.878016; 8.276110; -15.592957; -8.891889; 0.105383
2950;1; -1.095603; 19.221154; 44.997462; 1.982431; 3.126368
2960;0;2.383482; 8.305101; -15.510719; -8.882601; 0.107368
2960;1; -0.524659; 19.210194; 44.805265; 1.984747; 3.126314
2970;0;-2.617835; 8.329085; -15.428220; -8.873037; 0.109289
2970;1; 2.826359; 19.204945; 44.613177; 1.987074; 3.126264
2980;0;-3.447054; 8.303098; -15.345503; -8.863282; 0.111295
2980;1; -0.608557; 19.233207; 44.421142; 1.989411; 3.126217
2990;0;3.255075; 8.268824; -15.263068; -8.853353; 0.113342
2990;1; -1.080242; 19.227119; 44.228824; 1.991756; 3.126172
3000;0;2.382658; 8.301461; -15.180997; -8.843264; 0.115375
3000;1; -1.012912; 19.216312; 44.036567; 1.994107; 3.126132
3010;0;-2.358759; 8.325381; -15.098614; -8.833048; 0.117431
3010;1; 2.894162; 19.206180; 43.844418; 1.996470; 3.126094
3020;0;-3.420679; 8.301952; -15.016006; -8.822695; 0.119543
3020;1; -0.609969; 19.235120; 43.652371; 1.998841; 3.126061
3030;0;3.226631; 8.267958; -14.933655; -8.812183; 0.121666
3030;1; -1.091251; 19.229018; 43.460035; 2.001221; 3.126030
3040;0;2.399177; 8.300332; -14.851671; -8.801475; 0.123787
3040;1; -1.025390; 19.218103; 43.267759; 2.003607; 3.126004
3050;0;-2.621780; 8.324398; -14.769383; -8.790607; 0.125948
3050;1; 2.895939; 19.207846; 43.075593; 2.005999; 3.125984
3060;0;3.126517; 8.298352; -14.686867; -8.779618; 0.128146
3060;1; -0.618968; 19.236804; 42.883530; 2.008401; 3.125968
3070;0;2.412857; 8.329708; -14.604640; -8.768442; 0.130361
3070;1; -1.100570; 19.230612; 42.691177; 2.010812; 3.125954
3080;0;2.850586; 8.353898; -14.522117; -8.757109; 0.132613
3080;1; -1.033507; 19.219604; 42.498886; 2.013228; 3.125944
3090;0;2.005883; 8.382512; -14.439367; -8.745653; 0.134901
3090;1; -0.888820; 19.209266; 42.306705; 2.015651; 3.125940
3100;0;2.557074; 8.402744; -14.356359; -8.733979; 0.137163
3100;1; 2.877078; 19.200375; 42.114628; 2.018083; 3.125939
3110;0;-6.081130; 8.428472; -14.273188; -8.722011; 0.139389
3110;1; -0.510770; 19.229145; 41.922640; 2.020523; 3.125939
3120;0;0.028481; 8.367911; -14.189795; -8.709786; 0.141525
3120;1; -0.988866; 19.224036; 41.730364; 2.022971; 3.125939
3130;0;2.068928; 8.368402; -14.107047; -8.697340; 0.143694
3130;1; -0.937323; 19.214145; 41.538139; 2.025423; 3.125943
3140;0;2.421644; 8.389381; -14.024327; -8.684669; 0.145850
3140;1; 2.883698; 19.204771; 41.346013; 2.027879; 3.125955
3150;0;1.537399; 8.413789; -13.941445; -8.671682; 0.148006
3150;1; -0.046948; 19.233607; 41.153981; 2.030339; 3.125974
3160;0;0.909945; 8.429460; -13.858349; -8.658481; 0.150136
3160;1; -1.039301; 19.233136; 40.961661; 2.032806; 3.125994
3170;0;-6.107799; 8.438883; -13.775141; -8.644991; 0.152301
3170;1; -1.061198; 19.222741; 40.769346; 2.035278; 3.126019
3180;0;-1.186652; 8.378059; -13.691883; -8.631224; 0.154524
3180;1; 2.900750; 19.212128; 40.577134; 2.037754; 3.126051
3190;0;2.158299; 8.366461; -13.609257; -8.617358; 0.156756
3190;1; -0.662348; 19.241136; 40.385029; 2.040233; 3.126089
3200;0;2.525681; 8.388417; -13.526781; -8.603306; 0.159000
3200;1; -0.731293; 19.234511; 40.192634; 2.042716; 3.126132
3210;0;1.319793; 8.413808; -13.444135; -8.588948; 0.161250
3210;1; -1.067685; 19.227197; 40.000304; 2.045203; 3.126178
3220;0;0.511843; 8.427322; -13.361255; -8.574452; 0.163529
3220;1; 2.901664; 19.216519; 39.808049; 2.047694; 3.126229
3230;0;-0.428655; 8.432755; -13.278283; -8.559698; 0.165843
3230;1; -0.717992; 19.245536; 39.615900; 2.050186; 3.126287
3240;0;1.320209; 8.428725; -13.195298; -8.544711; 0.168200
3240;1; -1.200037; 19.238356; 39.423460; 2.052683; 3.126348
3250;0;-6.209009; 8.442220; -13.112386; -8.529550; 0.170582
3250;1; -0.704741; 19.226354; 39.231093; 2.055179; 3.126416
3260;0;-1.511391; 8.380468; -13.029379; -8.514158; 0.172949
3260;1; -0.956241; 19.219307; 39.038846; 2.057678; 3.126489
3270;0;3.288531; 8.365672; -12.947023; -8.498641; 0.175338
3270;1; 2.886280; 19.209744; 38.846669; 2.060177; 3.126568
3280;0;1.898154; 8.398884; -12.864854; -8.482937; 0.177732
3280;1; -0.626282; 19.238607; 38.654588; 2.062676; 3.126652
3290;0;0.713106; 8.418393; -12.782399; -8.466955; 0.180109
3290;1; -1.106731; 19.232344; 38.462218; 2.065179; 3.126741
3300;0;-0.556731; 8.425988; -12.699818; -8.450608; 0.182567
3300;1; -0.623045; 19.221277; 38.269911; 2.067680; 3.126835
3310;0;2.434526; 8.420795; -12.617215; -8.433978; 0.185100
3310;1; 2.839793; 19.215047; 38.077714; 2.070176; 3.126939
3320;0;-0.835630; 8.445693; -12.534706; -8.417147; 0.187686
3320;1; -0.693825; 19.243445; 37.885580; 2.072672; 3.127047
3330;0;-2.243444; 8.437734; -12.452015; -8.399967; 0.190299
3330;1; -1.167287; 19.236507; 37.693162; 2.075172; 3.127158
3340;0;-6.068843; 8.415814; -12.369447; -8.382591; 0.192965
3340;1; -0.675511; 19.224835; 37.500813; 2.077668; 3.127274
3350;0;-1.064183; 8.355160; -12.287150; -8.364990; 0.195708
3350;1; 2.846905; 19.218080; 37.308581; 2.080159; 3.127398
3360;0;2.271292; 8.344833; -12.205451; -8.347491; 0.198485
3360;1; -0.730608; 19.246550; 37.116416; 2.082646; 3.127529
3370;0;2.451685; 8.368089; -12.123894; -8.329827; 0.201233
3370;1; -1.202613; 19.239244; 36.923967; 2.085133; 3.127664
3380;0;2.388037; 8.392853; -12.042178; -8.311798; 0.203966
3380;1; -1.119259; 19.227219; 36.731590; 2.087611; 3.127808
3390;0;0.018413; 8.417025; -11.960252; -8.293574; 0.206758
3390;1; 2.908763; 19.216027; 36.539334; 2.090084; 3.127958
3400;0;-1.429489; 8.417749; -11.878129; -8.275121; 0.209657
3400;1; -0.273843; 19.245115; 36.347189; 2.092550; 3.128114
3410;0;3.175365; 8.403908; -11.796073; -8.256342; 0.212660
3410;1; -1.170856; 19.242377; 36.154754; 2.095016; 3.128274
3420;0;2.344797; 8.436118; -11.714213; -8.237332; 0.215673
3420;1; -1.159339; 19.230668; 35.962346; 2.097475; 3.128439
3430;0;-2.364742; 8.459786; -11.632098; -8.217991; 0.218651
3430;1; 2.914063; 19.219076; 35.770055; 2.099923; 3.128613
3440;0;2.755916; 8.436581; -11.549784; -8.198467; 0.221680
3440;1; -0.725166; 19.248216; 35.577880; 2.102360; 3.128795
3450;0;-6.063518; 8.464886; -11.467761; -8.178724; 0.224736
3450;1; -0.797332; 19.240965; 35.385413; 2.104792; 3.128983
3460;0;-3.720994; 8.404289; -11.385565; -8.158493; 0.227790
3460;1; -1.125889; 19.232992; 35.193018; 2.107216; 3.129176
3470;0;3.229615; 8.367598; -11.303965; -8.138380; 0.230916
3470;1; -1.031598; 19.221733; 35.000704; 2.109630; 3.129374
3480;0;2.280945; 8.400098; -11.222800; -8.118035; 0.234009
3480;1; 2.896507; 19.211416; 34.808501; 2.112031; 3.129578
3490;0;-1.482713; 8.423169; -11.141351; -8.097485; 0.237132
3490;1; -0.625715; 19.240381; 34.616402; 2.114419; 3.129789
3500;0;2.809379; 8.408980; -11.059724; -8.076701; 0.240358
3500;1; -0.695093; 19.234123; 34.424013; 2.116802; 3.130004
3510;0;-1.786111; 8.437448; -10.978342; -8.055533; 0.243697
3510;1; -1.039033; 19.227171; 34.231686; 2.119171; 3.130227
3520;0;-6.058343; 8.420144; -10.896745; -8.034062; 0.247146
3520;1; 2.897442; 19.216780; 34.039429; 2.121525; 3.130457
3530;0;3.507518; 8.359606; -10.815407; -8.012292; 0.250615
3530;1; -0.695581; 19.245753; 33.847275; 2.123860; 3.130696
3540;0;0.777030; 8.394859; -10.734662; -7.990644; 0.254127
3540;1; -1.179987; 19.238796; 33.654832; 2.126191; 3.130937
3550;0;2.574127; 8.403300; -10.653615; -7.968766; 0.257698
3550;1; -1.102437; 19.226994; 33.462458; 2.128507; 3.131184
3560;0;-2.114323; 8.429306; -10.572625; -7.946355; 0.261347
3560;1; 2.906121; 19.215966; 33.270202; 2.130804; 3.131436
3570;0;3.009166; 8.408809; -10.491437; -7.923686; 0.265055
3570;1; -0.674914; 19.245026; 33.078056; 2.133082; 3.131694
3580;0;2.231966; 8.439093; -10.410575; -7.900619; 0.268787
3580;1; -1.161801; 19.238273; 32.885619; 2.135352; 3.131956
3590;0;-6.055342; 8.461696; -10.329460; -7.877335; 0.272529
3590;1; -1.087340; 19.226651; 32.693249; 2.137603; 3.132225
3600;0;3.495511; 8.401172; -10.248192; -7.853765; 0.276401
3600;1; 2.903835; 19.215772; 32.500995; 2.139830; 3.132501
3610;0;2.044755; 8.436239; -10.167514; -7.830332; 0.280291
3610;1; -0.667243; 19.244808; 32.308850; 2.142033; 3.132784
3620;0;-6.048379; 8.456891; -10.086543; -7.806653; 0.284232
3620;1; -1.155112; 19.238129; 32.116415; 2.144226; 3.133072
3630;0;3.371023; 8.396424; -10.005467; -7.782599; 0.288373
3630;1; -0.664117; 19.226571; 31.924046; 2.146395; 3.133369
3640;0;2.233839; 8.430184; -9.924983; -7.758678; 0.292551
3640;1; 2.844981; 19.219923; 31.731792; 2.148535; 3.133673
3650;0;-6.038929; 8.452572; -9.844245; -7.734424; 0.296838
3650;1; -0.719087; 19.248369; 31.539604; 2.150652; 3.133983
3660;0;3.432273; 8.392181; -9.763397; -7.709763; 0.301134
3660;1; -1.198000; 19.241171; 31.347132; 2.152757; 3.134297
3670;0;2.038105; 8.426434; -9.683139; -7.685238; 0.305466
3670;1; -1.116990; 19.229181; 31.154732; 2.154840; 3.134615
3680;0;-6.028518; 8.446663; -9.602614; -7.660413; 0.309864
3680;1; 3.495710; 19.218001; 30.962451; 2.156894; 3.134938
3690;0;3.350516; 8.386348; -9.522000; -7.635194; 0.314455
3690;1; -0.685874; 19.252947; 30.770282; 2.158918; 3.135264
3700;0;-5.820691; 8.419611; -9.441975; -7.610112; 0.319078
3700;1; -0.844425; 19.246077; 30.577762; 2.160916; 3.135543
3710;0;3.288933; 8.360999; -9.361714; -7.584675; 0.323797
3710;1; -1.181553; 19.237623; 30.385312; 2.162888; 3.135829
3720;0;1.676101; 8.393592; -9.282136; -7.559022; 0.328439
3720;1; 3.501894; 19.225796; 30.192945; 2.164834; 3.136114
3730;0;-6.008716; 8.409786; -9.202339; -7.532990; 0.333155
3730;1; -0.798106; 19.260802; 30.000697; 2.166753; 3.136400
3740;0;3.291682; 8.349639; -9.122574; -7.506345; 0.338030
3740;1; -1.381485; 19.252809; 29.808098; 2.168645; 3.136636
3750;0;-5.181331; 8.382160; -9.043396; -7.479840; 0.342981
3750;1; -1.289503; 19.238980; 29.615579; 2.170510; 3.136876
3760;0;2.740983; 8.329689; -8.964007; -7.452944; 0.348044
3760;1; 3.505359; 19.226069; 29.423198; 2.172343; 3.137119
3770;0;-6.001076; 8.356446; -8.885272; -7.425757; 0.353051
3770;1; -0.803787; 19.261107; 29.230946; 2.174142; 3.137365
3780;0;3.269805; 8.296355; -8.806458; -7.397983; 0.358002
3780;1; -0.971321; 19.253055; 29.038343; 2.175912; 3.137562
3790;0;-6.000614; 8.328529; -8.728228; -7.370360; 0.363013
3790;1; -1.291534; 19.243327; 28.845820; 2.177652; 3.137765
3800;0;-4.066397; 8.268409; -8.649801; -7.342329; 0.368142
3800;1; 3.502913; 19.230394; 28.653395; 2.179360; 3.137973
3810;0;3.015232; 8.226730; -8.571959; -7.314451; 0.373289
3810;1; -0.870787; 19.265406; 28.461098; 2.181033; 3.138186
3820;0;-3.469413; 8.256175; -8.494668; -7.286273; 0.378052
3820;1; -1.455357; 19.256683; 28.268451; 2.182674; 3.138351
3830;0;2.227930; 8.220025; -8.417214; -7.257684; 0.382896
3830;1; -1.351244; 19.242110; 28.075891; 2.184282; 3.138526
3840;0;-3.157769; 8.241297; -8.340351; -7.228546; 0.387799
3840;1; 3.505112; 19.228579; 27.883476; 2.185852; 3.138708
3850;0;-3.908884; 8.208755; -8.263503; -7.198775; 0.392652
3850;1; -0.843663; 19.263613; 27.691196; 2.187383; 3.138898
3860;0;2.455010; 8.168992; -8.187209; -7.168483; 0.397520
3860;1; -1.428760; 19.255159; 27.498566; 2.188882; 3.139042
3870;0;-0.214641; 8.193043; -8.111512; -7.137773; 0.402257
3870;1; -1.328245; 19.240853; 27.306020; 2.190347; 3.139197
3880;0;-3.078730; 8.190527; -8.035814; -7.106428; 0.406972
3880;1; 3.502467; 19.227552; 27.113617; 2.191772; 3.139362
3890;0;2.637189; 8.159577; -7.960388; -7.074501; 0.411625
3890;1; -0.827427; 19.262559; 26.921346; 2.193159; 3.139536
3900;0;-5.529954; 8.185953; -7.885514; -7.042071; 0.416216
3900;1; -0.993938; 19.254268; 26.728725; 2.194512; 3.139665
3910;0;-1.423487; 8.130650; -7.810592; -7.009090; 0.420704
3910;1; -1.310640; 19.244312; 26.536187; 2.195832; 3.139807
3920;0;1.672810; 8.116471; -7.736269; -6.976124; 0.425080
3920;1; 3.501025; 19.231187; 26.343748; 2.197115; 3.139959
3930;0;2.234965; 8.133511; -7.662345; -6.942612; 0.429173
3930;1; -0.881924; 19.266181; 26.151441; 2.198361; 3.140122
3940;0;1.661648; 8.156106; -7.588546; -6.908421; 0.433197
3940;1; -1.466233; 19.257345; 25.958783; 2.199572; 3.140241
3950;0;1.204183; 8.173313; -7.514692; -6.873812; 0.437380
3950;1; 3.512221; 19.242664; 25.766213; 2.200748; 3.140374
3960;0;1.723825; 8.185972; -7.440962; -6.838538; 0.441608
3960;1; -0.578748; 19.277770; 25.573789; 2.201883; 3.140521
3970;0;-1.167088; 8.203936; -7.367341; -6.802747; 0.445682
3970;1; -1.630147; 19.271966; 25.381015; 2.202984; 3.140626
3980;0;-2.477121; 8.193019; -7.293786; -6.766414; 0.449632
3980;1; -1.571404; 19.255644; 25.188298; 2.204049; 3.140748
3990;0;1.795686; 8.169207; -7.220539; -6.729707; 0.453455
